Country,Agro-ecological zones,Administrative areas,Agricultural practices,Crop,Scientific name,Botanical family,Other names,Additional Information,Planting period - onset,Planting period - end,Sowing / Planting rate,Sowing/Planting rate unit,Preferred sowing/planting period,Length of the cropping cycle,Harvesting period - onset,Harvesting period - end,Comments
Benin,Cotton-Producing Zone of the North,"Municipalities:  Ségbana,  Banikoara,  Gogounou,  Kérou  Kouandé. Kandi South","Main crops: maize, sorghum, rice, yam, cassava, sweetpotato, cowpea, groundnut, soybean, tomato, pepper, okra. Maize cultivation is mostly fertilized.","Millet, foxtail",Setaria italica (L.) P. Beauv.,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Cotton-Producing Zone of the North,"Municipalities:  Ségbana,  Banikoara,  Gogounou,  Kérou  Kouandé. Kandi South","Main crops: maize, sorghum, rice, yam, cassava, sweetpotato, cowpea, groundnut, soybean, tomato, pepper, okra. Maize cultivation is mostly fertilized.","Millet, pearl",Pennisetum glaucum (L.) R. Br.,Poaceae,"Millet, bajra;Millet, bulrush",,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Cotton-Producing Zone of the North,"Municipalities:  Ségbana,  Banikoara,  Gogounou,  Kérou  Kouandé. Kandi South","Main crops: maize, sorghum, rice, yam, cassava, sweetpotato, cowpea, groundnut, soybean, tomato, pepper, okra. Maize cultivation is mostly fertilized.",Rice,Oryza sativa L.,Poaceae,,,20/05,30/06,70-80,kg/ha,null-null,100-120 days,10/09,31/10,
Benin,Cotton-Producing Zone of the North,"Municipalities:  Ségbana,  Banikoara,  Gogounou,  Kérou  Kouandé. Kandi South","Main crops: maize, sorghum, rice, yam, cassava, sweetpotato, cowpea, groundnut, soybean, tomato, pepper, okra. Maize cultivation is mostly fertilized.",Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,90-160 days,01/09,20/11,
Benin,Cotton-producing Zone of Centre Benin,"Municipalities:
Bassila, 
Tchaourou South, 
Kétou, ","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, groundnut, cowpea, soybean, Angola pea, dohi, goussi, tomato, pepper, okra",Fonio,Digitaria exilis (Kippist) Stapf,Poaceae,,,15/05,30/06,20-30,kg/ha,null-null,100 days,01/09,15/10,
Benin,Cotton-producing Zone of Centre Benin,"Municipalities:
Bassila, 
Tchaourou South, 
Kétou, ","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, groundnut, cowpea, soybean, Angola pea, dohi, goussi, tomato, pepper, okra",Hyacinth bean,Dolichos lablab L.,Fabaceae,,,15/03,30/04,15-20,kg/ha,null-null,90 days,25/06,30/08,
Benin,Cotton-producing Zone of Centre Benin,"Municipalities:
Bassila, 
Tchaourou South, 
Kétou, ","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, groundnut, cowpea, soybean, Angola pea, dohi, goussi, tomato, pepper, okra",Maize,Zea mays L.,Poaceae,Corn,First season,20/03,20/04,15-20,kg/ha,null-null,90 days,01/07,31/07,
Benin,Cotton-producing Zone of Centre Benin,"Municipalities:
Bassila, 
Tchaourou South, 
Kétou, ","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, groundnut, cowpea, soybean, Angola pea, dohi, goussi, tomato, pepper, okra",Maize,Zea mays L.,Poaceae,Corn,Second season,01/08,31/08,15-20,kg/ha,null-null,90 days,10/11,10/12,
Benin,Cotton-producing Zone of Centre Benin,"Municipalities:
Bassila, 
Tchaourou South, 
Kétou, ","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, groundnut, cowpea, soybean, Angola pea, dohi, goussi, tomato, pepper, okra","Millet, foxtail",Setaria italica (L.) P. Beauv.,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Cotton-producing Zone of Centre Benin,"Municipalities:
Bassila, 
Tchaourou South, 
Kétou, ","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, groundnut, cowpea, soybean, Angola pea, dohi, goussi, tomato, pepper, okra","Millet, pearl",Pennisetum glaucum (L.) R. Br.,Poaceae,"Millet, bajra;Millet, bulrush",,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Cotton-producing Zone of Centre Benin,"Municipalities:
Bassila, 
Tchaourou South, 
Kétou, ","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, groundnut, cowpea, soybean, Angola pea, dohi, goussi, tomato, pepper, okra",Rice,Oryza sativa L.,Poaceae,,,10/06,20/07,70-80,kg/ha,null-null,100-120 days,20/10,30/11,
Benin,Cotton-producing Zone of Centre Benin,"Municipalities:
Bassila, 
Tchaourou South, 
Kétou, ","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, groundnut, cowpea, soybean, Angola pea, dohi, goussi, tomato, pepper, okra",Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,90-160 days,01/09,20/11,
Benin,Depression Zone,"Municipalities: Toffo, Lalo, Adja-Ouèrè,  Pobè.","Main crops: cassava, sweetpotato, taro, maize, rice, sorghum, groundnut, cowpea, Angola pea, soybean, dohi, Bambara groundnut, goussi, tomato, pepper, okra, oil palm.",Fonio,Digitaria exilis (Kippist) Stapf,Poaceae,,,15/05,30/06,20-30,kg/ha,null-null,100 days,01/09,15/10,
Benin,Depression Zone,"Municipalities: Toffo, Lalo, Adja-Ouèrè,  Pobè.","Main crops: cassava, sweetpotato, taro, maize, rice, sorghum, groundnut, cowpea, Angola pea, soybean, dohi, Bambara groundnut, goussi, tomato, pepper, okra, oil palm.",Maize,Zea mays L.,Poaceae,Corn,First season,15/03,20/04,15-20,kg/ha,null-null,90 days,25/06,31/07,
Benin,Depression Zone,"Municipalities: Toffo, Lalo, Adja-Ouèrè,  Pobè.","Main crops: cassava, sweetpotato, taro, maize, rice, sorghum, groundnut, cowpea, Angola pea, soybean, dohi, Bambara groundnut, goussi, tomato, pepper, okra, oil palm.",Maize,Zea mays L.,Poaceae,Corn,Second season,01/08,31/08,15-20,kg/ha,null-null,90 days,10/11,10/12,
Benin,Depression Zone,"Municipalities: Toffo, Lalo, Adja-Ouèrè,  Pobè.","Main crops: cassava, sweetpotato, taro, maize, rice, sorghum, groundnut, cowpea, Angola pea, soybean, dohi, Bambara groundnut, goussi, tomato, pepper, okra, oil palm.","Millet, foxtail",Setaria italica (L.) P. Beauv.,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Depression Zone,"Municipalities: Toffo, Lalo, Adja-Ouèrè,  Pobè.","Main crops: cassava, sweetpotato, taro, maize, rice, sorghum, groundnut, cowpea, Angola pea, soybean, dohi, Bambara groundnut, goussi, tomato, pepper, okra, oil palm.","Millet, pearl",Pennisetum glaucum (L.) R. Br.,Poaceae,"Millet, bajra;Millet, bulrush",,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Depression Zone,"Municipalities: Toffo, Lalo, Adja-Ouèrè,  Pobè.","Main crops: cassava, sweetpotato, taro, maize, rice, sorghum, groundnut, cowpea, Angola pea, soybean, dohi, Bambara groundnut, goussi, tomato, pepper, okra, oil palm.",Rice,Oryza sativa L.,Poaceae,,Irrigated,15/12,31/01,70-80,kg/ha,null-null,100-120 days,15/05,30/06,
Benin,Depression Zone,"Municipalities: Toffo, Lalo, Adja-Ouèrè,  Pobè.","Main crops: cassava, sweetpotato, taro, maize, rice, sorghum, groundnut, cowpea, Angola pea, soybean, dohi, Bambara groundnut, goussi, tomato, pepper, okra, oil palm.",Rice,Oryza sativa L.,Poaceae,,Rainfed,10/06,20/07,70-80,kg/ha,null-null,100-120 days,20/10,30/11,
Benin,Far North,"Municipalities:  Karimama,  Malanville, North Kandi Municipality","Main crops: sorghum, millet, maize, cowpea, soybean, groundnut, okra, rice, potato, tomato, pepper, onion. Rice, potato, tomato. onion is irrigated",Fonio,Digitaria exilis (Kippist) Stapf,Poaceae,,,15/05,30/06,20-30,kg/ha,null-null,100 days,01/09,15/10,
Benin,Far North,"Municipalities:  Karimama,  Malanville, North Kandi Municipality","Main crops: sorghum, millet, maize, cowpea, soybean, groundnut, okra, rice, potato, tomato, pepper, onion. Rice, potato, tomato. onion is irrigated",Maize,Zea mays L.,Poaceae,Corn,,01/06,05/07,15-20,kg/ha,null-null,90 days,15/09,20/09,
Benin,Far North,"Municipalities:  Karimama,  Malanville, North Kandi Municipality","Main crops: sorghum, millet, maize, cowpea, soybean, groundnut, okra, rice, potato, tomato, pepper, onion. Rice, potato, tomato. onion is irrigated","Millet, foxtail",Setaria italica (L.) P. Beauv.,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Far North,"Municipalities:  Karimama,  Malanville, North Kandi Municipality","Main crops: sorghum, millet, maize, cowpea, soybean, groundnut, okra, rice, potato, tomato, pepper, onion. Rice, potato, tomato. onion is irrigated","Millet, pearl",Pennisetum glaucum (L.) R. Br.,Poaceae,"Millet, bajra;Millet, bulrush",,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Far North,"Municipalities:  Karimama,  Malanville, North Kandi Municipality","Main crops: sorghum, millet, maize, cowpea, soybean, groundnut, okra, rice, potato, tomato, pepper, onion. Rice, potato, tomato. onion is irrigated",Rice,Oryza sativa L.,Poaceae,,Irrigated,15/12,31/01,70-80,kg/ha,null-null,100-120 days,15/05,30/06,
Benin,Far North,"Municipalities:  Karimama,  Malanville, North Kandi Municipality","Main crops: sorghum, millet, maize, cowpea, soybean, groundnut, okra, rice, potato, tomato, pepper, onion. Rice, potato, tomato. onion is irrigated",Rice,Oryza sativa L.,Poaceae,,Rainfed,20/05,30/06,70-80,kg/ha,null-null,100-120 days,10/09,31/10,
Benin,Far North,"Municipalities:  Karimama,  Malanville, North Kandi Municipality","Main crops: sorghum, millet, maize, cowpea, soybean, groundnut, okra, rice, potato, tomato, pepper, onion. Rice, potato, tomato. onion is irrigated",Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,90-160 days,01/09,20/11,
Benin,Fishing Zone,"Municipalities: Ouidah, Abomey-Calavi, Sô-Ava;Lokossa, Athiémé, Comè, Grand-Popo, Sèmè-Kpodji; Aguégué, Dangbo, Adjohoun, Bonou","Main crops: cassava, sweetpotato, taro, maize, rice, cowpea, groundnut, Angola pea, onion, tomato, pepper, okra, oil palm and coconut.",Fonio,Digitaria exilis (Kippist) Stapf,Poaceae,,,15/05,30/06,20-30,kg/ha,null-null,100 days,01/09,15/10,
Benin,Fishing Zone,"Municipalities: Ouidah, Abomey-Calavi, Sô-Ava;Lokossa, Athiémé, Comè, Grand-Popo, Sèmè-Kpodji; Aguégué, Dangbo, Adjohoun, Bonou","Main crops: cassava, sweetpotato, taro, maize, rice, cowpea, groundnut, Angola pea, onion, tomato, pepper, okra, oil palm and coconut.",Maize,Zea mays L.,Poaceae,Corn,First season,15/03,20/04,15-20,kg/ha,null-null,90 days,25/06,31/07,
Benin,Fishing Zone,"Municipalities: Ouidah, Abomey-Calavi, Sô-Ava;Lokossa, Athiémé, Comè, Grand-Popo, Sèmè-Kpodji; Aguégué, Dangbo, Adjohoun, Bonou","Main crops: cassava, sweetpotato, taro, maize, rice, cowpea, groundnut, Angola pea, onion, tomato, pepper, okra, oil palm and coconut.",Maize,Zea mays L.,Poaceae,Corn,Second season,01/08,31/08,15-20,kg/ha,null-null,90 days,10/11,10/12,
Benin,Fishing Zone,"Municipalities: Ouidah, Abomey-Calavi, Sô-Ava;Lokossa, Athiémé, Comè, Grand-Popo, Sèmè-Kpodji; Aguégué, Dangbo, Adjohoun, Bonou","Main crops: cassava, sweetpotato, taro, maize, rice, cowpea, groundnut, Angola pea, onion, tomato, pepper, okra, oil palm and coconut.","Millet, foxtail",Setaria italica (L.) P. Beauv.,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Fishing Zone,"Municipalities: Ouidah, Abomey-Calavi, Sô-Ava;Lokossa, Athiémé, Comè, Grand-Popo, Sèmè-Kpodji; Aguégué, Dangbo, Adjohoun, Bonou","Main crops: cassava, sweetpotato, taro, maize, rice, cowpea, groundnut, Angola pea, onion, tomato, pepper, okra, oil palm and coconut.","Millet, pearl",Pennisetum glaucum (L.) R. Br.,Poaceae,"Millet, bajra;Millet, bulrush",,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Fishing Zone,"Municipalities: Ouidah, Abomey-Calavi, Sô-Ava;Lokossa, Athiémé, Comè, Grand-Popo, Sèmè-Kpodji; Aguégué, Dangbo, Adjohoun, Bonou","Main crops: cassava, sweetpotato, taro, maize, rice, cowpea, groundnut, Angola pea, onion, tomato, pepper, okra, oil palm and coconut.",Rice,Oryza sativa L.,Poaceae,,,10/06,20/07,70-80,kg/ha,null-null,100-120 days,20/10,30/11,
Benin,Food-Producing Zone of South Borgou,"Municipalities:   Péhunco,  Parakou,  N'dali,  Pèrèrè,  Nikki,  Kalalé,  Sinendé,  Bembèrèkè, Tchaorou North","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, cowpea, soybean, groundnut, voandzou, tomato, pepper, okra.",Fonio,Digitaria exilis (Kippist) Stapf,Poaceae,,,15/05,30/06,20-30,kg/ha,null-null,100 days,01/09,15/10,
Benin,Food-Producing Zone of South Borgou,"Municipalities:   Péhunco,  Parakou,  N'dali,  Pèrèrè,  Nikki,  Kalalé,  Sinendé,  Bembèrèkè, Tchaorou North","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, cowpea, soybean, groundnut, voandzou, tomato, pepper, okra.",Maize,Zea mays L.,Poaceae,Corn,,01/05,15/07,15-20,kg/ha,null-null,90-120 days,15/08,30/11,
Benin,Food-Producing Zone of South Borgou,"Municipalities:   Péhunco,  Parakou,  N'dali,  Pèrèrè,  Nikki,  Kalalé,  Sinendé,  Bembèrèkè, Tchaorou North","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, cowpea, soybean, groundnut, voandzou, tomato, pepper, okra.","Millet, foxtail",Setaria italica (L.) P. Beauv.,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Food-Producing Zone of South Borgou,"Municipalities:   Péhunco,  Parakou,  N'dali,  Pèrèrè,  Nikki,  Kalalé,  Sinendé,  Bembèrèkè, Tchaorou North","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, cowpea, soybean, groundnut, voandzou, tomato, pepper, okra.","Millet, pearl",Pennisetum glaucum (L.) R. Br.,Poaceae,"Millet, bajra;Millet, bulrush",,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Food-Producing Zone of South Borgou,"Municipalities:   Péhunco,  Parakou,  N'dali,  Pèrèrè,  Nikki,  Kalalé,  Sinendé,  Bembèrèkè, Tchaorou North","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, cowpea, soybean, groundnut, voandzou, tomato, pepper, okra.",Rice,Oryza sativa L.,Poaceae,,,20/05,30/06,70-80,kg/ha,null-null,100-120 days,10/09,31/10,
Benin,Food-Producing Zone of South Borgou,"Municipalities:   Péhunco,  Parakou,  N'dali,  Pèrèrè,  Nikki,  Kalalé,  Sinendé,  Bembèrèkè, Tchaorou North","Main crops: yam, cassava, sweetpotato, maize, sorghum, rice, cowpea, soybean, groundnut, voandzou, tomato, pepper, okra.",Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,90-160 days,01/09,20/11,
Benin,Northwest Atacora Zone,"Municipalities:  Ouaké, Copargo, Djougou West, Tanguiéta, Cobly, Matéri, Boukoumbé, Toucountouna.","Main crops: yam, cassava, sweetpotato, taro, maize, sorghum, millet, fonio, rice, cowpea, soybean, groundnut, voandzou, sesame, tomato, pepper, okra, goussi.",Fonio,Digitaria exilis (Kippist) Stapf,Poaceae,,,15/05,30/06,20-30,kg/ha,null-null,100 days,01/09,15/10,
Benin,Northwest Atacora Zone,"Municipalities:  Ouaké, Copargo, Djougou West, Tanguiéta, Cobly, Matéri, Boukoumbé, Toucountouna.","Main crops: yam, cassava, sweetpotato, taro, maize, sorghum, millet, fonio, rice, cowpea, soybean, groundnut, voandzou, sesame, tomato, pepper, okra, goussi.",Maize,Zea mays L.,Poaceae,Corn,,01/05,15/07,15-20,kg/ha,null-null,90-120 days,15/08,30/11,
Benin,Northwest Atacora Zone,"Municipalities:  Ouaké, Copargo, Djougou West, Tanguiéta, Cobly, Matéri, Boukoumbé, Toucountouna.","Main crops: yam, cassava, sweetpotato, taro, maize, sorghum, millet, fonio, rice, cowpea, soybean, groundnut, voandzou, sesame, tomato, pepper, okra, goussi.","Millet, foxtail",Setaria italica (L.) P. Beauv.,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Northwest Atacora Zone,"Municipalities:  Ouaké, Copargo, Djougou West, Tanguiéta, Cobly, Matéri, Boukoumbé, Toucountouna.","Main crops: yam, cassava, sweetpotato, taro, maize, sorghum, millet, fonio, rice, cowpea, soybean, groundnut, voandzou, sesame, tomato, pepper, okra, goussi.","Millet, pearl",Pennisetum glaucum (L.) R. Br.,Poaceae,"Millet, bajra;Millet, bulrush",,20/05,30/06,5-8,kg/ha,null-null,60-150 days,01/08,20/11,
Benin,Northwest Atacora Zone,"Municipalities:  Ouaké, Copargo, Djougou West, Tanguiéta, Cobly, Matéri, Boukoumbé, Toucountouna.","Main crops: yam, cassava, sweetpotato, taro, maize, sorghum, millet, fonio, rice, cowpea, soybean, groundnut, voandzou, sesame, tomato, pepper, okra, goussi.",Rice,Oryza sativa L.,Poaceae,,,20/05,30/06,70-80,kg/ha,null-null,100-120 days,10/09,31/10,
Benin,Northwest Atacora Zone,"Municipalities:  Ouaké, Copargo, Djougou West, Tanguiéta, Cobly, Matéri, Boukoumbé, Toucountouna.","Main crops: yam, cassava, sweetpotato, taro, maize, sorghum, millet, fonio, rice, cowpea, soybean, groundnut, voandzou, sesame, tomato, pepper, okra, goussi.",Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,,20/05,30/06,5-8,kg/ha,null-null,90-160 days,01/09,20/11,
