,,,,,,,,,,,,,,,,,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Bean common, dry",Phaseolus vulgaris L.,Fabaceae,,First season,15/02,12/04,100,,null-null,85-160 null,05/07,15/08,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Bean common, dry",Phaseolus vulgaris L.,Fabaceae,,Second season,07/06,25/08,100,,null-null,85-160 null,15/10,31/01,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Bean, broad",Vicia faba L.,Fabaceae,"Bean, faba",First season,15/02,30/04,150,,null-null,103-170 null,05/06,31/07,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Bean, broad",Vicia faba L.,Fabaceae,"Bean, faba",Second season,25/05,15/08,150,,null-null,103-170 null,10/09,20/12,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Cabbage, African",Brassica carinata A. Braun,Brassicaceae,"Mustard, Ethiopian",First season,12/03,20/04,20,,null-null,120-180 null,05/06,31/07,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Cabbage, African",Brassica carinata A. Braun,Brassicaceae,"Mustard, Ethiopian",Second season,25/05,15/08,20,,null-null,120-180 null,10/09,20/12,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Chick-pea,Cicer arietinum L.,Fabaceae,Gram,,25/05,15/09,115,,null-null,78-135 null,10/09,20/12,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Garlic,Allium sativum L.,Alliaceae,,First season,18/02,30/04,"1,000-1,250",,null-null,120-150 null,15/06,31/07,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Garlic,Allium sativum L.,Alliaceae,,Second season,12/05,30/09,"1,000-1,250",,null-null,120-150 null,10/09,23/02,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Lentil,Lens culinaris Medik.,Fabaceae,,First season,15/02,30/04,65,,null-null,94-130 null,05/06,31/07,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Lentil,Lens culinaris Medik.,Fabaceae,,Second season,25/05,15/08,65,,null-null,94-130 null,10/09,20/12,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Maize,Zea mays L.,Poaceae,Corn,,20/02,30/05,25,,null-null,105-163 null,10/06,30/09,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Millet, proso",Panicum miliaceum L.,Poaceae,"Millet, golden",,05/03,30/04,25,,null-null,125-160 null,15/07,30/09,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Nigerseed (Noug),Guizotia abyssinica (L.f) Cass,Compositae,,,24/05,10/08,20,,null-null,120-170 null,22/10,15/01,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Pea, dry",Pisum sativum L.,Fabaceae,,First season,15/02,30/04,150,,null-null,95-160 null,05/06,31/07,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Pea, dry",Pisum sativum L.,Fabaceae,,Second season,25/05,15/08,150,,null-null,95-160 null,10/09,31/12,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Potato,Solanum tuberosum L.,Solanaceae,,First season,05/03,20/04,"2,000",,null-null,85-145 null,15/07,17/09,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Potato,Solanum tuberosum L.,Solanaceae,,Second season,25/06,12/09,"2,000",,null-null,85-145 null,17/09,20/01,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,,12/02,30/05,8,,null-null,121-220 null,25/08,31/10,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Soybean,Glycine max (L.) Merr.,Fabaceae,,First season,05/03,15/04,60,,null-null,90-169 null,20/05,05/07,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Soybean,Glycine max (L.) Merr.,Fabaceae,,Second season,20/06,12/07,60,,null-null,90-169 null,15/09,20/12,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Sugarcane,Saccharum officinarum L.,Poaceae,,,15/12,10/03,"12,500-20,000",,null-null,360-720 null,12/12,30/04,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Sunflower,Helianthus annuus L.,Asteraceae,,First season,10/02,20/04,20,,null-null,85-150 null,16/05,20/08,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Sunflower,Helianthus annuus L.,Asteraceae,,Second season,25/05,31/08,20,,null-null,85-150 null,20/09,05/01,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,First season,12/03,20/04,"33,333",,null-null,120-170 null,15/07,17/09,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,Second season,12/07,20/08,"33,333",,null-null,120-170 null,17/09,20/12,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Taro,Colocasia esculenta (L.) Schott,Araceae,,,20/03,15/04,"2,000",,null-null,270-330 null,12/12,31/01,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",Teff,Eragrostis tef (Zuccagni) Trotter,Poaceae,,,12/04,30/05,25,,null-null,78-123 null,15/09,31/10,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Wheat, Emmer ",Triticum dicoccum L.,Poaceae,,,12/02,30/05,150,,null-null,120-145 null,25/06,20/07,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Wheat, common",Triticum aestivum L.,Poaceae,"Wheat, bread",First season,12/02,30/05,150,,null-null,104-170 null,10/06,15/08,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Wheat, common",Triticum aestivum L.,Poaceae,"Wheat, bread",Second season,12/06,31/08,150,,null-null,104-170 null,25/09,20/12,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Wheat, durum",Triticum turgidum L. subsp. durum,Poaceae,,First season,12/02,30/05,150,,null-null,110-160 null,10/06,15/08,
Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.","Wheat, durum",Triticum turgidum L. subsp. durum,Poaceae,,Second season,25/05,30/06,150,,null-null,110-160 null,25/09,20/12,
Ethiopia,"Moist Agro-ecology (hot to warm lowlands, tepid to cool moist mid highlands and cold to very cold sub-afroalpine to afroalpine)","Pawe in Benishangul Gumuz, West Afar margional areas in Afar, South Omo and Segen valley in Southern Nations and Nationallities people Regional State, Teltelie, Borena Negele, Bale, Asebe Teferi, Bedisa, Alemaya, Kari and Tirma, West Showa, Abay gorge, Ab",Cultivation of both annual and perennial crops is a common practice well as mixed farming. In some part of the zone annual crops especially cereal based crop cultivation is the dominant agricultural practice. Livestock rearing is also practiced as a secondary activity.,Banana,Musa ×paradisiaca L.,Musaceae,,,01/01,31/12,500,,null-null,480 null,01/01,31/12,
Ethiopia,"Moist Agro-ecology (hot to warm lowlands, tepid to cool moist mid highlands and cold to very cold sub-afroalpine to afroalpine)","Pawe in Benishangul Gumuz, West Afar margional areas in Afar, South Omo and Segen valley in Southern Nations and Nationallities people Regional State, Teltelie, Borena Negele, Bale, Asebe Teferi, Bedisa, Alemaya, Kari and Tirma, West Showa, Abay gorge, Ab",Cultivation of both annual and perennial crops is a common practice well as mixed farming. In some part of the zone annual crops especially cereal based crop cultivation is the dominant agricultural practice. Livestock rearing is also practiced as a secondary activity.,"Banana, Abyssinian",Ensete ventricosum (Welw.) Cheesman,Musaceae,Enset,,01/01,31/12,"2,000",,null-null,3-4 null,01/01,31/12,
Ethiopia,"Moist Agro-ecology (hot to warm lowlands, tepid to cool moist mid highlands and cold to very cold sub-afroalpine to afroalpine)","Pawe in Benishangul Gumuz, West Afar margional areas in Afar, South Omo and Segen valley in Southern Nations and Nationallities people Regional State, Teltelie, Borena Negele, Bale, Asebe Teferi, Bedisa, Alemaya, Kari and Tirma, West Showa, Abay gorge, Ab",Cultivation of both annual and perennial crops is a common practice well as mixed farming. In some part of the zone annual crops especially cereal based crop cultivation is the dominant agricultural practice. Livestock rearing is also practiced as a secondary activity.,Barley,Hordeum vulgare L.,Poaceae,,First season,15/03,25/07,125,,null-null,91-174 null,10/06,20/12,
Ethiopia,"Moist Agro-ecology (hot to warm lowlands, tepid to cool moist mid highlands and cold to very cold sub-afroalpine to afroalpine)","Pawe in Benishangul Gumuz, West Afar margional areas in Afar, South Omo and Segen valley in Southern Nations and Nationallities people Regional State, Teltelie, Borena Negele, Bale, Asebe Teferi, Bedisa, Alemaya, Kari and Tirma, West Showa, Abay gorge, Ab",Cultivation of both annual and perennial crops is a common practice well as mixed farming. In some part of the zone annual crops especially cereal based crop cultivation is the dominant agricultural practice. Livestock rearing is also practiced as a secondary activity.,Barley,Hordeum vulgare L.,Poaceae,,Second season,10/10,20/11,125,,null-null,91-174 null,15/01,20/03,
Ethiopia,"Moist Agro-ecology (hot to warm lowlands, tepid to cool moist mid highlands and cold to very cold sub-afroalpine to afroalpine)","Pawe in Benishangul Gumuz, West Afar margional areas in Afar, South Omo and Segen valley in Southern Nations and Nationallities people Regional State, Teltelie, Borena Negele, Bale, Asebe Teferi, Bedisa, Alemaya, Kari and Tirma, West Showa, Abay gorge, Ab",Cultivation of both annual and perennial crops is a common practice well as mixed farming. In some part of the zone annual crops especially cereal based crop cultivation is the dominant agricultural practice. Livestock rearing is also practiced as a secondary activity.,"Bean, broad",Vicia faba L.,Fabaceae,"Bean, faba",First season,20/02,30/04,150,,null-null,103-170 null,25/06,15/08,
Ethiopia,"Moist Agro-ecology (hot to warm lowlands, tepid to cool moist mid highlands and cold to very cold sub-afroalpine to afroalpine)","Pawe in Benishangul Gumuz, West Afar margional areas in Afar, South Omo and Segen valley in Southern Nations and Nationallities people Regional State, Teltelie, Borena Negele, Bale, Asebe Teferi, Bedisa, Alemaya, Kari and Tirma, West Showa, Abay gorge, Ab",Cultivation of both annual and perennial crops is a common practice well as mixed farming. In some part of the zone annual crops especially cereal based crop cultivation is the dominant agricultural practice. Livestock rearing is also practiced as a secondary activity.,"Bean, broad",Vicia faba L.,Fabaceae,"Bean, faba",Second season,12/06,31/08,150,,null-null,103-170 null,25/09,31/01,
